"","classe","formato.chapéu","superficie.chapéu","cor.chapéu","manchas","cheiro","fixação.himênio","espaço.himênio","tamanho.himênio","cor.himênio","formato.estipe","micélio","superficie.estipe.acima.anel","superficie.estipe.abaixo.anel","cor.estipe.acima.anel","cor.estipe.abaixo.anel","tipo.volva","cor.volva","numero.anel","tipo.anel","cor.esporo","população","habitat"
"5954","comestível","nodoso","macio","vermelho","manchado","nenhum","livre","perto","largo","vermelho","alargando","ausente","macio","macio","vermelho","vermelho","parcial","branco","dois","evanescente","branco","aglomerado","residuos"
"5955","venenoso","plano","fibroso","amarelo","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","largo","chocolate","solitario","caminhos"
"5958","venenoso","plano","escamoso","amarelo","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","marrom","amarelado","parcial","branco","um","largo","chocolate","solitario","madeiras"
"5959","venenoso","convexo","escamoso","amarelo","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","marrom","amarelado","parcial","branco","um","largo","chocolate","solitario","graminea"
"5960","venenoso","convexo","macio","cinza","manchado","fétido","livre","perto","largo","cor de rosa","afilando","bulbo","fibroso","macio","branco","branco","parcial","branco","um","pendente","chocolate","espalhado","graminea"
"5962","comestível","convexo","escamoso","marrom","manchado","nenhum","livre","perto","largo","branco","alargando","ausente","macio","macio","vermelho","branco","parcial","branco","dois","evanescente","branco","aglomerado","residuos"
"5963","comestível","plano","escamoso","marrom","sem mancha","nenhum","livre","lotado","estreito","branco","alargando","bulbo","fibroso","fibroso","branco","marrom","parcial","branco","um","evanescente","branco","varias","folhas"
"5964","venenoso","plano","escamoso","amarelado","manchado","nenhum","livre","perto","largo","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","dois","pendente","verde","varias","graminea"
"5966","venenoso","plano","escamoso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","cor de rosa","marrom","parcial","branco","um","largo","chocolate","varias","graminea"
"5967","venenoso","convexo","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"5969","venenoso","plano","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","amarelado","cor de rosa","parcial","branco","um","largo","chocolate","varias","madeiras"
"5970","venenoso","convexo","macio","cinza","manchado","fétido","livre","perto","largo","cor de rosa","afilando","bulbo","macio","fibroso","branco","branco","parcial","branco","um","pendente","chocolate","espalhado","graminea"
"5971","comestível","convexo","escamoso","verde","sem mancha","nenhum","livre","perto","estreito","roxo","alargando","ausente","macio","fibroso","branco","branco","parcial","branco","um","flamejante","chocolate","solitario","madeiras"
"5973","venenoso","plano","macio","cor de rosa","manchado","nenhum","livre","perto","largo","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","dois","pendente","verde","varias","prados"
"5974","venenoso","convexo","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"5975","venenoso","plano","macio","amarelado","manchado","fétido","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","chocolate","varias","graminea"
"5976","venenoso","convexo","macio","amarelado","manchado","fétido","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","chocolate","varias","urbano"
"5977","comestível","nodoso","macio","vermelho","manchado","nenhum","livre","perto","largo","vermelho","alargando","ausente","macio","macio","branco","branco","parcial","branco","dois","evanescente","branco","aglomerado","residuos"
"5979","comestível","convexo","fibroso","marrom","sem mancha","nenhum","livre","lotado","estreito","branco","alargando","bulbo","fibroso","fibroso","branco","marrom","parcial","branco","um","evanescente","branco","varias","folhas"
"5981","comestível","plano","escamoso","branco","sem mancha","nenhum","livre","perto","estreito","branco","alargando","ausente","macio","fibroso","branco","branco","parcial","branco","um","flamejante","chocolate","solitario","madeiras"
"5982","venenoso","plano","macio","branco","manchado","fétido","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","chocolate","espalhado","urbano"
"5983","venenoso","plano","macio","cor de rosa","manchado","nenhum","livre","perto","largo","verde","alargando","bulbo","macio","macio","branco","branco","parcial","branco","dois","pendente","verde","varias","graminea"
"5985","venenoso","plano","macio","cinza","manchado","fétido","livre","perto","largo","chocolate","afilando","bulbo","macio","fibroso","branco","branco","parcial","branco","um","pendente","chocolate","espalhado","graminea"
"5986","venenoso","convexo","escamoso","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"5987","venenoso","plano","escamoso","amarelo","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","amarelado","amarelado","parcial","branco","um","largo","chocolate","varias","graminea"
"5988","venenoso","plano","macio","cinza","manchado","fétido","livre","perto","largo","chocolate","afilando","bulbo","fibroso","macio","branco","branco","parcial","branco","um","pendente","chocolate","espalhado","graminea"
"5989","venenoso","plano","macio","branco","manchado","fétido","livre","perto","largo","chocolate","afilando","bulbo","macio","fibroso","branco","branco","parcial","branco","um","pendente","chocolate","espalhado","urbano"
"5990","venenoso","convexo","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"5991","venenoso","plano","fibroso","amarelo","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","marrom","marrom","parcial","branco","um","largo","chocolate","solitario","madeiras"
"5992","venenoso","convexo","escamoso","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"5993","venenoso","sino","escamoso","amarelado","manchado","nenhum","livre","perto","largo","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","dois","pendente","verde","varias","graminea"
"5994","venenoso","plano","escamoso","amarelo","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","amarelado","cor de rosa","parcial","branco","um","largo","chocolate","varias","graminea"
"5995","venenoso","convexo","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"5996","venenoso","convexo","escamoso","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"5998","comestível","convexo","escamoso","branco","sem mancha","nenhum","livre","perto","estreito","cor de rosa","alargando","ausente","macio","fibroso","branco","branco","parcial","branco","um","flamejante","chocolate","solitario","madeiras"
"5999","venenoso","plano","macio","amarelado","manchado","fétido","livre","perto","largo","cor de rosa","afilando","bulbo","macio","fibroso","branco","branco","parcial","branco","um","pendente","chocolate","varias","urbano"
"6000","venenoso","plano","escamoso","amarelo","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","marrom","cor de rosa","parcial","branco","um","largo","chocolate","solitario","graminea"
"6001","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6003","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6004","venenoso","convexo","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6005","venenoso","plano","escamoso","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6009","venenoso","convexo","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6010","venenoso","plano","escamoso","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6011","venenoso","plano","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6013","venenoso","convexo","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6016","venenoso","plano","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6019","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6021","venenoso","convexo","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6022","venenoso","plano","macio","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6026","venenoso","convexo","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6028","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6030","venenoso","plano","macio","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6032","venenoso","plano","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6033","venenoso","convexo","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6035","venenoso","convexo","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6036","venenoso","plano","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6037","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6038","venenoso","plano","escamoso","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6039","comestível","sino","macio","marrom","sem mancha","nenhum","fixado","perto","largo","amarelo","alargando","ausente","macio","macio","laranja","laranja","parcial","marrom","um","pendente","marrom","aglomerado","folhas"
"6040","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6042","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6043","venenoso","plano","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6045","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6046","venenoso","convexo","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6047","venenoso","convexo","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6049","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6050","venenoso","plano","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6051","venenoso","plano","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6054","venenoso","plano","macio","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6056","venenoso","convexo","macio","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6057","venenoso","plano","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6058","venenoso","plano","escamoso","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6059","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6061","venenoso","nodoso","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6065","venenoso","plano","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6066","venenoso","plano","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6067","venenoso","plano","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6068","venenoso","convexo","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6069","comestível","convexo","fibroso","branco","sem mancha","nenhum","livre","lotado","largo","branco","alargando","ausente","sedoso","sedoso","branco","branco","parcial","branco","dois","pendente","branco","numeroso","graminea"
"6071","venenoso","convexo","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6072","venenoso","convexo","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6073","venenoso","plano","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6074","venenoso","plano","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6075","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6077","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6078","venenoso","nodoso","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6080","venenoso","convexo","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6081","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6082","venenoso","convexo","macio","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6083","venenoso","plano","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6085","venenoso","nodoso","escamoso","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6086","venenoso","plano","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6087","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6090","venenoso","plano","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6091","venenoso","plano","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6093","venenoso","plano","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6094","venenoso","plano","escamoso","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6097","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6100","venenoso","plano","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6101","venenoso","convexo","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6104","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6106","venenoso","plano","escamoso","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6107","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6108","venenoso","plano","escamoso","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6110","venenoso","convexo","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6113","venenoso","convexo","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6114","venenoso","plano","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6115","venenoso","plano","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6117","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6118","venenoso","convexo","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6120","venenoso","nodoso","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6121","comestível","convexo","macio","canela","manchado","nenhum","livre","perto","largo","branco","alargando","bulbo","macio","macio","branco","branco","parcial","branco","dois","pendente","branco","varias","caminhos"
"6123","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6125","venenoso","plano","escamoso","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6126","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6127","venenoso","plano","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6129","venenoso","convexo","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6130","venenoso","convexo","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6131","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6132","venenoso","plano","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6133","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6134","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6135","venenoso","convexo","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6138","venenoso","plano","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6139","venenoso","convexo","macio","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6141","venenoso","plano","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6142","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6143","comestível","sino","fibroso","branco","sem mancha","nenhum","livre","lotado","largo","cinza","alargando","ausente","macio","macio","branco","branco","parcial","branco","dois","pendente","branco","numeroso","graminea"
"6145","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6146","venenoso","plano","escamoso","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","folhas"
"6147","venenoso","plano","escamoso","vermelho","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","folhas"
"6148","comestível","nodoso","fibroso","branco","sem mancha","nenhum","livre","lotado","largo","cinza","alargando","ausente","sedoso","macio","branco","branco","parcial","branco","dois","pendente","branco","espalhado","graminea"
"6149","venenoso","convexo","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","cor de rosa","branco","parcial","branco","um","evanescente","branco","varias","caminhos"
"6150","venenoso","plano","macio","marrom","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","macio","cor de rosa","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6152","venenoso","plano","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6153","venenoso","convexo","macio","marrom","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6155","venenoso","convexo","macio","vermelho","sem mancha","pimenta","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","caminhos"
"6156","venenoso","nodoso","macio","marrom","sem mancha","peixe","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6157","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
"6158","venenoso","convexo","macio","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","macio","macio","branco","cor de rosa","parcial","branco","um","evanescente","branco","varias","madeiras"
"6159","venenoso","convexo","escamoso","vermelho","sem mancha","fétido","livre","perto","estreito","amarelado","afilando","ausente","sedoso","sedoso","branco","branco","parcial","branco","um","evanescente","branco","varias","madeiras"
